,id,name,text,len,processed,title1
1443,3933,QSAR-TID-9, this dataset contains qsar data  from chembl version     showing activity values  unit is pseudo pci    of several compounds on drug target tid     and it has      rows and      features  including ids and class feature  molecule chembl id and median pxc     the features represent fcfp     bit molecular fingerprints which were generated from smiles strings  they were obtained using the pipeline pilot program  dassault syst mes biovia  generating fingerprints does not usually require missing value imputation as all bits are generated  qsar tid   QSAR-TID-9,10,"['QSAR-TID-9', 'activity', 'unit', 'pci', 'compound', 'drug', 'bit', 'fingerprint', 'smile', 'pipeline', 'pilot', 'fingerprint', 'bit']",['QSAR-TID-9']
1444,3315,QSAR-TID-90, this dataset contains qsar data  from chembl version     showing activity values  unit is pseudo pci    of several compounds on drug target tid      and it has      rows and      features  including ids and class feature  molecule chembl id and median pxc     the features represent fcfp     bit molecular fingerprints which were generated from smiles strings  they were obtained using the pipeline pilot program  dassault syst mes biovia  generating fingerprints does not usually require missing value imputation as all bits are generated  qsar tid    QSAR-TID-90,11,"['QSAR-TID-90', 'activity', 'unit', 'pci', 'compound', 'drug', 'bit', 'fingerprint', 'smile', 'pipeline', 'pilot', 'fingerprint', 'bit']",['QSAR-TID-90']
1445,3886,QSAR-TID-95, this dataset contains qsar data  from chembl version     showing activity values  unit is pseudo pci    of several compounds on drug target tid      and it has    rows and      features  including ids and class feature  molecule chembl id and median pxc     the features represent fcfp     bit molecular fingerprints which were generated from smiles strings  they were obtained using the pipeline pilot program  dassault syst mes biovia  generating fingerprints does not usually require missing value imputation as all bits are generated  qsar tid    QSAR-TID-95,11,"['QSAR-TID-95', 'activity', 'unit', 'pci', 'compound', 'drug', 'bit', 'fingerprint', 'smile', 'pipeline', 'pilot', 'fingerprint', 'bit']",['QSAR-TID-95']
1446,3656,QSAR-TID-99, this dataset contains qsar data  from chembl version     showing activity values  unit is pseudo pci    of several compounds on drug target tid      and it has    rows and      features  including ids and class feature  molecule chembl id and median pxc     the features represent fcfp     bit molecular fingerprints which were generated from smiles strings  they were obtained using the pipeline pilot program  dassault syst mes biovia  generating fingerprints does not usually require missing value imputation as all bits are generated  qsar tid    QSAR-TID-99,11,"['QSAR-TID-99', 'activity', 'unit', 'pci', 'compound', 'drug', 'bit', 'fingerprint', 'smile', 'pipeline', 'pilot', 'fingerprint', 'bit']",['QSAR-TID-99']
1447,40601,RAM_price,small dataset with time series of ram prices over the years  ram price RAM_price,9,"['RAM_price', 'ram', 'price', 'ram']",['RAM_price']
1448,40922,Run_or_walk_information,   please cite            run or walk      this dataset is gather to detect whether a person is running or walking based on deep neural networks and sensor data collected from ios devices     the dataset represents       sensor data samples collected from the accelerometer and gyroscope from iphone  c in    seconds intervals and      second frequency      ### attribute information    this data is represented by following columns  each column contains sensor data for one of the sensor s axes      acceleration x  acceleration y  acceleration z  gyro x  gyro y  gyro z    there is an activity type represented by  activity  column which acts as label and reflects following activities          walking       running    the original data also contains a  wrist  column which represents the wrist where the device was placed  and  date    time  and  username  columns which provide information about the exact date  time and user which collected these measurements  run or walk information Run_or_walk_information,23,"['Run_or_walk_information', 'person', 'network', 'sensor', 'device', 'sensor', 'accelerometer', 'gyroscope', 'second', 'interval', 'frequency', 'sensor', 'sensor', 'axis', 'activity', 'activity', 'label', 'activity', 'wrist', 'wrist', 'device', 'username', 'user', 'measurement', 'run_or_walk_information']",['Run_or_walk_information']
1449,42110,S1,synthetic   d data with n      vectors and k    gaussian clusters with different degree of cluster overlap     p  fr auml nti and o  virmajoki   quot iterative shrinking method for clustering problems quot   pattern recognition                   may       s  S1,2,"['S1', 'vector', 'cluster', 'cluster', 'method']",['S1']
1450,42111,S2,synthetic   d data with n      vectors and k    gaussian clusters with different degree of cluster overlap     p  fr auml nti and o  virmajoki   quot iterative shrinking method for clustering problems quot   pattern recognition                   may       s  S2,2,"['S2', 'vector', 'cluster', 'cluster', 'method']",['S2']
1451,42112,S3,synthetic   d data with n      vectors and k    gaussian clusters with different degree of cluster overlap     p  fr auml nti and o  virmajoki   quot iterative shrinking method for clustering problems quot   pattern recognition                   may       s  S3,2,"['S3', 'vector', 'cluster', 'cluster', 'method']",['S3']
1452,42113,S4,synthetic   d data with n      vectors and k    gaussian clusters with different degree of cluster overlap     p  fr auml nti and o  virmajoki   quot iterative shrinking method for clustering problems quot   pattern recognition                   may       s  S4,2,"['S4', 'vector', 'cluster', 'cluster', 'method']",['S4']
1453,41981,SAT11-HAND-runtime-classification,source   authors  l  xu  f  hutter  h  hoos  k  leyton brown translator in coseal format  m  lindauer with the help of alexandre frechette the data do not distinguish between timeout  memout or crashes  the status file will only have ok or timeout  if features are      the instance was solved during feature computation   although there is no necessary alignment and dependencies between the feature processing steps  the steps were executed in a fixed alignment  therefore  all feature steps depend on the previous executed ones  sat   hand runtime classification SAT11-HAND-runtime-classification,33,"['SAT11-HAND-runtime-classification', 'translator', 'help', 'alexandre', 'timeout', 'memout', 'status', 'computation', 'alignment', 'dependency', 'processing', 'step', 'step', 'alignment', 'step', 'one', 'hand', 'runtime', 'runtime']",['SAT11-HAND-runtime-classification']
1454,41980,SAT11-HAND-runtime-regression,source   authors  l  xu  f  hutter  h  hoos  k  leyton brown translator in coseal format  m  lindauer with the help of alexandre frechette the data do not distinguish between timeout  memout or crashes  the status file will only have ok or timeout  if features are      the instance was solved during feature computation   although there is no necessary alignment and dependencies between the feature processing steps  the steps were executed in a fixed alignment  therefore  all feature steps depend on the previous executed ones  sat   hand runtime regression SAT11-HAND-runtime-regression,29,"['SAT11-HAND-runtime-regression', 'translator', 'help', 'alexandre', 'timeout', 'memout', 'status', 'computation', 'alignment', 'dependency', 'processing', 'step', 'step', 'alignment', 'step', 'one', 'hand', 'runtime', 'runtime']",['SAT11-HAND-runtime-regression']
1455,1091,SMSA, datasets of data and story library  project illustrating use of basic statistic methods  converted to arff format by hakan kjellerstrand  source  tunedit    dasl file   air pollution and mortality  reference    u s  department of labor statistics authorization    free use description    properties of    standard metropolitan statistical areas  a standard census bureau designation of the region around a city  in the united states  collected from a variety of sources  the data include information on the social and economic conditions in these areas  on their climate  and some indices of air pollution potentials  number of cases       variable names   city    city name jantemp    mean january temperature  degrees farenheit  julytemp    mean july temperature  degrees farenheit  relhum    relative humidity rain    annual rainfall  inches  mortality    age adjusted mortality education    median education popdensity    population density  nonwhite    percentage of non whites  wc    percentage of white collar workers pop    population pop house    population per household income    median income hcpot    hc pollution potential noxpot    nitrous oxide pollution potential so pot    sulfur dioxide pollution potential nox    nitrous oxide smsa SMSA,4,"['SMSA', 'story_illustrating', 'use', 'statistic', 'method', 'dasl', 'air', 'pollution', 'mortality', 'reference', 'department', 'statistic', 'authorization', 'use', 'property', 'area', 'bureau', 'designation', 'region', 'city', 'variety', 'condition', 'area', 'climate', 'index', 'air', 'pollution', 'potential', 'case', 'temperature', 'temperature', 'humidity', 'rain', 'rainfall', 'inch', 'mortality', 'age', 'mortality', 'education', 'education', 'popdensity', 'population', 'density', 'nonwhite', 'percentage', 'white', 'percentage', 'collar', 'worker', 'population', 'population', 'household', 'income', 'noxpot', 'oxide', 'pollution', 'potential', 'pot', 'sulfur', 'dioxide', 'pollution', 'oxide', 'smsa', 'smsa']",['SMSA']
1456,336,SPECT, spect heart data  this is a merged version of the separate train and test set which are usually distributed  on openml this train test split can be found as one of the possible tasks     sources      original owners  krzysztof j  cios  lukasz a  kurgan university of colorado at denver  denver  co        u s a  krys cios cudenver edu lucy s  goodenday medical college of ohio  oh  u s a       donors  lukasz a kurgan  krzysztof j  cios     date              relevant information  the dataset describes diagnosing of cardiac single proton emission computed tomography  spect  images   each of the patients is classified into two categories  normal and abnormal   the database of     spect image sets  patients  was processed to extract features that summarize the original spect images   as a result     continuous feature pattern was created for each patient  the pattern was further processed to obtain    binary feature patterns  the clip  algorithm was used to generate classification rules from these patterns  the clip  algorithm generated rules that were       accurate  as compared with cardiologists  diagnoses       attribute information      overall diagnosis       class attribute  binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary      f        the partial diagnosis    binary       f        the partial diagnosis    binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary       f         the partial diagnosis     binary  spect SPECT,5,"['SPECT', 'heart', 'split', 'owner', 'donor', 'diagnosing', 'emission', 'tomography', 'spect', 'patient', 'category', 'patient', 'spect', 'pattern', 'patient', 'pattern', 'pattern', 'clip', 'rule', 'pattern', 'clip', 'rule', 'cardiologist', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis', 'diagnosis']",['SPECT']
1457,337,SPECTF, spectf heart data  this is a merged version of the separate train and test set which are usually distributed  on openml this train test split can be found as one of the possible tasks     note  see the spect heart data for binary data for the same classification task   sources      original owners  krzysztof j  cios  lukasz a  kurgan university of colorado at denver  denver  co        u s a  krys cios cudenver edu lucy s  goodenday medical college of ohio  oh  u s a      donors  lukasz a kurgan  krzysztof j  cios     date              relevant information  the dataset describes diagnosing of cardiac single proton emission computed tomography  spect  images  each of the patients is classified into two categories  normal and abnormal  the database of     spect image sets  patients  was processed to extract features that summarize the original spect images  as a result     continuous feature pattern was created for each patient  the clip  algorithm was used to generate classification rules from these patterns  the clip  algorithm generated rules that were       accurate  as compared with cardiologists  diagnoses   spectf SPECTF,6,"['SPECTF', 'heart', 'split', 'heart', 'owner', 'donor', 'diagnosing', 'emission', 'tomography', 'spect', 'patient', 'category', 'patient', 'spect', 'pattern', 'patient', 'clip', 'rule', 'pattern', 'clip', 'rule', 'cardiologist']",['SPECTF']
1458,41103,STL-10,cifar    dataset but with some modifications  in particular  each class has fewer labeled training examples than in cifar     but a very large set of unlabeled examples is provided to learn image models prior to supervised training  the primary challenge is to make use of the unlabeled data  which comes from a similar but different distribution from the labeled data  to build a useful prior  we also expect that the higher resolution of this dataset    x    will make it a challenging benchmark for developing more scalable unsupervised learning methods     overview     classes  airplane  bird  car  cat  deer  dog  horse  monkey  ship  truck   images are   x   pixels  color       training images     pre defined folds       test images per class          unlabeled images for unsupervised learning  these examples are extracted from a similar but broader distribution of images  for instance  it contains other types of animals  bears  rabbits  etc   and vehicles  trains  buses  etc   in addition to the ones in the labeled set   images were acquired from labeled examples on imagenet  stl    STL-10,6,"['STL-10', 'modification', 'challenge', 'use', 'resolution', 'benchmark', 'learning', 'method', 'airplane', 'bird', 'car', 'dog', 'horse', 'ship', 'pre', 'fold', 'learning', 'animal', 'bear', 'rabbit', 'vehicle', 'bus', 'addition', 'one']",['STL-10']
1459,41081,SVHN,   please cite    yuval netzer  tao wang  adam coates  alessandro bissacco  bo wu  andrew y  ng reading digits in natural images with unsupervised feature learning nips workshop on deep learning and unsupervised feature learning        pdf        the street view house numbers  svhn  dataset      svhn is a real world image dataset for developing machine learning and object recognition algorithms with minimal requirement on data preprocessing and formatting  it can be seen as similar in flavor to mnist  e g   the images are of small cropped digits   but incorporates an order of magnitude more labeled data and comes from a significantly harder  unsolved  real world problem  recognizing digits and numbers in natural scene images   svhn is obtained from house numbers in google street view images      it consists of    classes    for each digit  digit     has label        has label   and     has label     the data comes in a mnist like format of    by    rgb images centered around a single digit  many of the images do contain some distractors at the sides   svhn SVHN,4,"['SVHN', 'digit', 'learning', 'workshop', 'learning', 'street', 'world', 'machine', 'learning', 'recognition', 'algorithm', 'requirement', 'flavor', 'order', 'magnitude', 'world', 'digit', 'scene', 'svhn', 'house', 'digit', 'digit', 'label', 'label', 'rgb', 'digit', 'distractor', 'side']",['SVHN']
1460,42141,SVHN_medium,    stratified subsample of the original svhn data svhn medium SVHN_medium,11,"['SVHN_medium', 'subsample', 'svhn']",['SVHN_medium']
1461,42140,SVHN_small,    stratified subsample of the original svhn data svhn small SVHN_small,10,"['SVHN_small', 'subsample', 'svhn']",['SVHN_small']
1462,1028,SWD,    title  social workers decisions  ordinal swd      source informaion  donor  arie ben david mis  dept  of technology management holon academic inst  of technology    golomb st  holon       israel abendav hait ac il owner  yoav ganzah business administration school tel aviv univerity ramat aviv       israel     past usage      relevant information the swd data set contains real world assessments of qualified social workers regarding the risk facing children if they stayed with their families at home   this evaluation of risk assessment is often presented to judicial courts to help decide what is in the best interest of an alleged abused or neglected child       number of instances           number of attributes     input    output      attribute information  all input and output values are ordinal      missing attribute values  none      class distribution  swd SWD,3,"['SWD', 'worker', 'decision', 'technology', 'management', 'technology', 'owner', 'usage', 'world', 'assessment', 'worker', 'risk', 'child', 'family', 'home', 'evaluation', 'risk', 'assessment', 'court', 'interest', 'child', 'swd', 'swd']",['SWD']
1463,40900,Satellite,   please cite          the satellite dataset comprises of features extracted from satellite observations  in particular  each image was taken under four different light wavelength  two in visible light  green and red  and two infrared images  the task of the original dataset is to classify the image into the soil category of the observed region      ### classes  we defined the soil classes  ldquo red soil rdquo    ldquo gray soil rdquo    ldquo damp gray soil rdquo  and  ldquo very damp gray soil rdquo  as the normal class  from the semantically different classes  ldquo cotton crop rdquo  and  ldquo soil with vegetation stubble rdquo  anomalies are sampled      after merging the original training and test set into a single dataset  the resulting dataset contains       normal instances as well as    randomly sampled anomalies         with    dimensions     ### relevant papers    goldstein  markus  and seiichi uchida  a comparative evaluation of unsupervised anomaly detection algorithms for multivariate data  quot  plos one              e            this dataset is not the original dataset  the target variable  target  is relabeled into  normal  and  anomaly  satellite Satellite,9,"['Satellite', 'satellite', 'comprise', 'satellite', 'observation', 'wavelength', 'light', 'soil', 'category', 'region', 'soil', 'rdquo', 'soil', 'rdquo', 'soil', 'vegetation', 'rdquo', 'anomaly', 'contain', 'anomaly', 'dimension', 'evaluation', 'detection', 'algorithm', 'satellite']",['Satellite']
1464,1593,SensIT-Vehicle-Combined,  please cite        #dataset from the libsvm data repository   preprocessing  regenerate features by the authors  matlab scripts  see sec  c of appendix a   then randomly select     instances from the noise class so that the class proportion is        aav dw noise   the training testing sets are from a random     and     split of the data  sensit vehicle combined SensIT-Vehicle-Combined,23,"['SensIT-Vehicle-Combined', 'noise', 'proportion', 'noise', 'testing', 'split', 'sensit', 'vehicle', 'vehicle']",['SensIT-Vehicle-Combined']
1465,23383,SensorDataResource,this is a sesnor data for test it is not complete  sensordataresource SensorDataResource,18,"['SensorDataResource', 'sesnor', 'sensordataresource', 'sensordataresource']",['SensorDataResource']
1466,41022,Short_Track_Speed_Skating,   please cite            short track speed skating database for sports data analysis      the database covers all the international short track games in the last   years  currently it contains only men s    m     detailed lap data including personal time and ranking in each game from seasons           to present    the final time results  ranking  starting position  qualified or penalized information of each athlete in each game   all series of world cup  world championship  european championship and olympic games   original data source  the data is collected from the isu s  international skating union  official website  i have already done the cleaning procedure     please make sure that the data are only for personal and non commercial use       explore the data      interesting questions may be like       what will happen in a game when there are more than one athlete from the same team  are there performance all improved     how does the performance of athletes change within a season and over seasons     do some athletes have special patterns in terms of time allocation and surpassing opportunity     what is the influence of the implementation of  no toe starts  rules on athletes since july          is there also home advantage like in other sports   who are the most dangerous guys that always get penalty  short track speed skating Short_Track_Speed_Skating,25,"['Short_Track_Speed_Skating', 'track', 'speed', 'sport', 'analysis', 'track', 'game', 'man', 'lap', 'game', 'season', 'position', 'athlete', 'game', 'series', 'isu', 'website', 'procedure', 'use', 'question', 'game', 'athlete', 'team', 'performance', 'performance', 'athlete', 'season', 'season', 'athlete', 'pattern', 'term', 'allocation', 'opportunity', 'influence', 'implementation', 'toe', 'rule', 'athlete', 'home', 'advantage', 'sport', 'guy', 'penalty', 'track', 'speed', 'skating', 'short_track_speed_skating']",['Short_Track_Speed_Skating']
1467,41944,Sick_numeric,the sick dataset from the opencc   with all categorical data label encoded so all data is numeric sick numeric Sick_numeric,12,"['Sick_numeric', 'opencc', 'label', 'sick_numeric']",['Sick_numeric']
1468,4153,Smartphone-Based_Recognition_of_Human_Activities,   please cite    jorge l  reyes ortiz  luca oneto  albert sama  xavier parra  davide anguita  transition aware human activity recognition using smartphones  neurocomputing  springer              transition aware human activity recognition      the experiments were carried out with a group of    volunteers within an age bracket of       years  they performed a protocol of activities composed of six basic activities  three static postures  standing  sitting  lying  and three dynamic activities  walking  walking downstairs and walking upstairs   the experiment also included postural transitions that occurred between the static postures  these are  stand to sit  sit to stand  sit to lie  lie to sit  stand to lie  and lie to stand  all the participants were wearing a smartphone  samsung galaxy s ii  on the waist during the experiment execution  we captured   axial linear acceleration and   axial angular velocity at a constant rate of   hz using the embedded accelerometer and gyroscope of the device  the experiments were video recorded to label the data manually     the sensor signals  accelerometer and gyroscope  were pre processed by applying noise filters and then sampled in fixed width sliding windows of      sec and     overlap      readings window   the sensor acceleration signal  which has gravitational and body motion components  was separated using a butterworth low pass filter into body acceleration and gravity  the gravitational force is assumed to have only low frequency components  therefore a filter with     hz cutoff frequency was used  from each window  a vector of     features was obtained by calculating variables from the time and frequency domain  see  features info txt  for more details      this dataset is an updated version of the uci human activity recognition using smartphones dataset that can be found at   web link    this version provides the original raw inertial signals from the smartphone sensors  instead of the ones pre processed into windows which were provided in version    this change was done in order to be able to make online tests with the raw data  moreover  the activity labels were updated in order to include postural transitions that were not part of the previous version of the dataset        note    from the original uci data  the data was aggregated for each person and activity type  mean   train and test sets are joined     ### attribute information      raw triaxial signals from the accelerometer and gyroscope of all the trials with participants       the labels of all the performed activities  smartphone based recognition of human activities Smartphone-Based_Recognition_of_Human_Activities,48,"['Smartphone-Based_Recognition_of_Human_Activities', 'transition', 'activity', 'recognition', 'smartphone', 'transition', 'activity', 'recognition', 'group', 'volunteer', 'age', 'bracket', 'protocol', 'activity', 'activity', 'posture', 'activity', 'transition', 'posture', 'participant', 'smartphone', 'waist', 'execution', 'acceleration', 'velocity', 'rate', 'accelerometer', 'gyroscope', 'device', 'video', 'sensor', 'signal', 'noise', 'filter', 'width', 'window', 'overlap', 'window', 'body', 'motion', 'component', 'pass', 'filter', 'body', 'acceleration', 'gravity', 'force', 'frequency', 'component', 'filter', 'frequency', 'window', 'vector', 'frequency', 'domain', 'info', 'detail', 'activity', 'recognition', 'smartphone', 'signal', 'smartphone', 'sensor', 'one', 'window', 'change', 'order', 'activity', 'label', 'order', 'transition', 'part', 'person', 'activity', 'signal', 'accelerometer', 'gyroscope', 'trial', 'participant', 'label', 'activity', 'smartphone', 'recognition', 'activity', 'smartphone', 'based_recognition_of_human_activitie']",['Smartphone-Based_Recognition_of_Human_Activities']
1469,40910,Speech, quot the speech dataset was also provided by  see citation request  and contains real world data from recorded english language  the normal class contains data from persons having an american accent whereas the outliers are represented from seven other speakers  having a different accent  the feature vector is the i vector of the speech segment  which is a state of the  art feature in speaker recognition  the dataset has     dimensions and is thus the task in our evaluation with the largest number of dimensions  it has       instances including       anomalies  quot     cite from goldstein  markus  and seiichi uchida   quot a comparative evaluation of unsupervised anomaly detection algorithms for multivariate data  quot  plos one              e            this dataset is not the original dataset  the target variable  quot target quot  is relabeled into  quot normal quot  and  quot anomaly quot   speech Speech,6,"['Speech', 'request', 'world', 'language', 'person', 'accent', 'outlier', 'speaker', 'accent', 'vector', 'vector', 'speech', 'segment', 'state', 'art', 'dimension', 'evaluation', 'dimension', 'anomaly', 'evaluation', 'detection', 'algorithm', 'speech']",['Speech']
1470,40536,SpeedDating,   please cite    none      this data was gathered from participants in experimental speed dating events from            during the events  the attendees would have a four minute  first date  with every other participant of the opposite sex  at the end of their four minutes  participants were asked if they would like to see their date again  they were also asked to rate their date on six attributes  attractiveness  sincerity  intelligence  fun  ambition  and shared interests  the dataset also includes questionnaire data gathered from participants at different points in the process  these fields include  demographics  dating habits  self perception across key attributes  beliefs on what others find valuable in a mate  and lifestyle information      ### attribute information          gender  gender of self       age  age of self       age o  age of partner       d age  difference in age       race  race of self       race o  race of partner       samerace  whether the two persons have the same race or not        importance same race  how important is it that partner is of same race        importance same religion  how important is it that partner has same religion        field  field of study       pref o attractive  how important does partner rate attractiveness       pref o sinsere  how important does partner rate sincerity       pref o intelligence  how important does partner rate intelligence       pref o funny  how important does partner rate being funny       pref o ambitious  how important does partner rate ambition       pref o shared interests  how important does partner rate having shared interests       attractive o  rating by partner  about me  at night of event on attractiveness       sincere o  rating by partner  about me  at night of event on sincerity       intelligence o  rating by partner  about me  at night of event on intelligence       funny o  rating by partner  about me  at night of event on being funny       ambitous o  rating by partner  about me  at night of event on being ambitious       shared interests o  rating by partner  about me  at night of event on shared interest       attractive important  what do you look for in a partner   attractiveness       sincere important  what do you look for in a partner   sincerity       intellicence important  what do you look for in a partner   intelligence       funny important  what do you look for in a partner   being funny       ambtition important  what do you look for in a partner   ambition       shared interests important  what do you look for in a partner   shared interests       attractive  rate yourself   attractiveness       sincere  rate yourself   sincerity        intelligence  rate yourself   intelligence        funny  rate yourself   being funny        ambition  rate yourself   ambition       attractive partner  rate your partner   attractiveness       sincere partner  rate your partner   sincerity        intelligence partner  rate your partner   intelligence        funny partner  rate your partner   being funny        ambition partner  rate your partner   ambition        shared interests partner  rate your partner   shared interests       sports  your own interests              tvsports       exercise       dining       museums       art       hiking       gaming       clubbing       reading       tv       theater       movies       concerts       music       shopping       yoga       interests correlate  correlation between participant s and partner s ratings of interests        expected happy with sd people  how happy do you expect to be with the people you meet during the speed dating event        expected num interested in me  out of the    people you will meet  how many do you expect will be interested in dating you        expected num matches  how many matches do you expect to get        like  did you like your partner        guess prob liked  how likely do you think it is that your partner likes you         met  have you met your partner before        decision  decision at night of event      decision o  decision of partner at night of event        match  match  yes no          ### relevant paper    raymond fisman  sheena s  iyengar  emir kamenica  itamar simonson      gender differences in mate selection  evidence from a speed dating experiment      the quarterly journal of economics  volume      issue      may       pages                speeddating SpeedDating,11,"['SpeedDating', 'participant', 'speed', 'event', 'event', 'attendee', 'minute', 'participant', 'sex', 'end', 'minute', 'participant', 'attractiveness', 'sincerity', 'intelligence', 'fun', 'ambition', 'interest', 'participant', 'process', 'field', 'demographic', 'habit', 'self', 'perception', 'belief', 'mate', 'gender', 'gender', 'self', 'age', 'age', 'self', 'age', 'age', 'partner', 'age', 'difference', 'age', 'race', 'race', 'race', 'race', 'person', 'race', 'importance', 'race', 'partner', 'race', 'importance', 'religion', 'partner', 'religion', 'field', 'field', 'partner', 'rate', 'attractiveness', 'pref', 'sinsere', 'partner', 'rate', 'sincerity', 'pref', 'intelligence', 'partner', 'rate', 'intelligence', 'partner', 'rate', 'pref', 'partner', 'rate', 'ambition', 'pref', 'interest', 'partner', 'rate', 'interest', 'rating', 'partner_night', 'event', 'attractiveness', 'rating', 'partner_night', 'event', 'sincerity', 'intelligence', 'rating', 'partner_night', 'event', 'intelligence', 'rating', 'partner_night', 'event', 'rating', 'partner_night', 'event', 'interest', 'rating', 'partner_night', 'event', 'interest', 'partner', 'attractiveness', 'partner', 'sincerity', 'intellicence', 'partner', 'intelligence', 'partner', 'ambtition', 'partner', 'ambition', 'interest', 'partner', 'interest', 'sincere', 'rate', 'sincerity', 'intelligence', 'rate', 'intelligence', 'rate', 'ambition', 'rate', 'ambition', 'partner', 'rate', 'partner', 'partner', 'rate', 'partner', 'intelligence', 'partner', 'rate', 'partner', 'partner', 'rate', 'partner', 'ambition', 'partner', 'rate', 'partner', 'ambition', 'interest', 'partner', 'rate', 'partner', 'interest', 'sport', 'interest', 'tvsport', 'exercise', 'museum', 'theater', 'movie', 'concert', 'music', 'yoga', 'correlate', 'correlation', 'participant', 'partner', 'rating', 'interest', 'people', 'people', 'speed', 'event', 'num', 'people', 'num', 'match', 'match', 'partner', 'partner', 'partner', 'decision', 'decision', 'night_event', 'decision', 'decision', 'partner_night', 'event', 'gender', 'difference', 'mate', 'selection', 'evidence', 'speed', 'volume', 'issue', 'page']",['SpeedDating']
1471,4563,SpokenArabicDigit,abstract  this dataset contains timeseries of mel frequency cepstrum coefficients  mfccs  corresponding to spoken arabic digits  includes data from    male and    female native arabic speakers  source   data collected by the laboratory of automatic and signals   university of badji mokhtar  annaba  algeria    direction  prof mouldi bedda  participants  h dahmani  c snani  mc amara korba  s atoui  adapted and preprocessed by    nacereddine hammami and mouldi bedda  faculty of engineering   al jouf university  sakaka  al jouf  kingdom of saudi arabia  e mail  nacereddine hammami     gmail com  mouldi bedda     yahoo fr  date  october         data set information   dataset from         digits x    repetitions x    speakers  time series of    frequency cepstral  coefficients  mfccs  had taken from    males and    females arabic native speakers  between the ages    and    to represent ten spoken arabic digit    attribute information   each line on the data base represents    mfccs coefficients in the increasing order separated by  spaces  this corresponds to one analysis frame  the    mel frequency cepstral coefficients   mfccs  are computed with the following  conditions   sampling rate        hz     bits  window applied  hamming  filter pre emphasized        z        relevant papers       n  hammami  m  bedda   quot improved tree model for arabic speech recognition quot   proc  ieee  iccsit   conference             n  hammami  m  sellami   quot tree distribution classifier for automatic spoken arabic digit  recognition quot   proc  ieee icitst   conference         pp         citation request   please refer to the machine learning repository s citation policy spokenarabicdigit SpokenArabicDigit,17,"['SpokenArabicDigit', 'timeserie', 'digit', 'male', 'speaker', 'laboratory', 'signal', 'direction', 'faculty', 'engineering', 'gmail_com', 'repetition', 'speaker', 'male_female', 'speaker', 'age', 'digit', 'line', 'base', 'mfccs', 'coefficient', 'order', 'space', 'analysis', 'frame', 'condition', 'rate', 'bit', 'window', 'tree', 'speech', 'classifier', 'digit', 'request', 'machine', 'repository', 'spokenarabicdigit']",['SpokenArabicDigit']
1472,380,SyskillWebert-Bands,   syskill and webert web page ratings     this database contains the html source of web pages plus the ratings of a single user on these web pages  the web pages are on four separate subjects  bands  recording artists  goats  sheep  and biomedical   the html source of a web page is given  users looked at each web page and indicated on a   point scale  hot medium cold         pages per domain  however  this is realistic because we want to learn user profiles from as few examples as possible so that users have an incentive to rate pages   the problem is to predict user ratings for web pages  within a subject category   the accuracy of predicting ratings is reported in early publications  later publications used the precision at top n or the f measure     past usage     pazzani m   billsus  d          learning and revising user profiles  the identification of interesting web sites  machine learning              pazzani  m   muramatsu j   billsus  d          syskill   webert  identifying interesting web sites  proceedings of the national conference on artificial intelligence  portland  or  syskillwebert bands SyskillWebert-Bands,19,"['SyskillWebert-Bands', 'syskill', 'webert', 'web', 'page', 'rating', 'web', 'page', 'rating', 'user', 'web', 'page', 'web', 'page', 'subject', 'band', 'artist', 'goat', 'web', 'page', 'user', 'web', 'page', 'scale', 'medium', 'page', 'domain', 'user', 'profile', 'user', 'incentive', 'rate', 'page', 'user', 'rating', 'web', 'page', 'category', 'accuracy', 'rating', 'precision', 'measure', 'past', 'usage', 'user', 'profile', 'identification', 'web', 'site', 'machine', 'web', 'site', 'proceeding', 'intelligence']",['SyskillWebert-Bands']
